,date,site,cases,diff_cases,diff_cases_pc,avg_dates,avg_cases,avg_cases_pc
742,2020-05-15 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
741,2020-05-15 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
740,2020-05-15 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
739,2020-05-15 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
738,2020-05-15 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
743,2020-05-15 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
736,2020-05-15 00:00:00,NNL NRF,3,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
735,2020-05-15 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
734,2020-05-15 00:00:00,NNL Kesselring,1,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
733,2020-05-15 00:00:00,NNL Knolls,3,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
732,2020-05-15 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
737,2020-05-15 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-11 12:00:00,0.0,0.0
754,2020-05-16 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
753,2020-05-16 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
752,2020-05-16 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
751,2020-05-16 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
750,2020-05-16 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
755,2020-05-16 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
748,2020-05-16 00:00:00,NNL NRF,3,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
747,2020-05-16 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
746,2020-05-16 00:00:00,NNL Kesselring,1,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
745,2020-05-16 00:00:00,NNL Knolls,3,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
744,2020-05-16 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
749,2020-05-16 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-12 12:00:00,0.0,0.0
767,2020-05-17 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
766,2020-05-17 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
765,2020-05-17 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
764,2020-05-17 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
763,2020-05-17 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
762,2020-05-17 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
761,2020-05-17 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
759,2020-05-17 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
758,2020-05-17 00:00:00,NNL Kesselring,1,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
757,2020-05-17 00:00:00,NNL Knolls,3,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
756,2020-05-17 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
760,2020-05-17 00:00:00,NNL NRF,3,0.0,0.0,2020-05-13 12:00:00,0.0,0.0
775,2020-05-18 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
778,2020-05-18 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
777,2020-05-18 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
776,2020-05-18 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
774,2020-05-18 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
779,2020-05-18 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
772,2020-05-18 00:00:00,NNL NRF,3,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
768,2020-05-18 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
769,2020-05-18 00:00:00,NNL Knolls,4,1.0,44.923629829290206,2020-05-14 12:00:00,0.14285714285714285,6.417661404184314
773,2020-05-18 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
771,2020-05-18 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-14 12:00:00,0.0,0.0
770,2020-05-18 00:00:00,NNL Kesselring,2,1.0,349.65034965034965,2020-05-14 12:00:00,0.14285714285714285,49.95004995004995
791,2020-05-19 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
790,2020-05-19 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
789,2020-05-19 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
788,2020-05-19 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
786,2020-05-19 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
787,2020-05-19 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
784,2020-05-19 00:00:00,NNL NRF,3,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
783,2020-05-19 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
782,2020-05-19 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-15 12:00:00,0.14285714285714285,49.95004995004995
781,2020-05-19 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-15 12:00:00,0.14285714285714285,6.417661404184314
780,2020-05-19 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
785,2020-05-19 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-15 12:00:00,0.0,0.0
799,2020-05-20 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
802,2020-05-20 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
801,2020-05-20 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
800,2020-05-20 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
798,2020-05-20 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
803,2020-05-20 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
796,2020-05-20 00:00:00,NNL NRF,3,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
795,2020-05-20 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
794,2020-05-20 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-16 12:00:00,0.14285714285714285,49.95004995004995
793,2020-05-20 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-16 12:00:00,0.14285714285714285,6.417661404184314
792,2020-05-20 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
797,2020-05-20 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-16 12:00:00,0.0,0.0
814,2020-05-21 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
813,2020-05-21 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
812,2020-05-21 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
811,2020-05-21 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
810,2020-05-21 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
815,2020-05-21 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
808,2020-05-21 00:00:00,NNL NRF,3,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
809,2020-05-21 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
804,2020-05-21 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
805,2020-05-21 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-17 12:00:00,0.14285714285714285,6.417661404184314
806,2020-05-21 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-17 12:00:00,0.14285714285714285,49.95004995004995
807,2020-05-21 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-17 12:00:00,0.0,0.0
827,2020-05-22 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
826,2020-05-22 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
825,2020-05-22 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
824,2020-05-22 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
822,2020-05-22 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
823,2020-05-22 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
819,2020-05-22 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
818,2020-05-22 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-18 12:00:00,0.14285714285714285,49.95004995004995
817,2020-05-22 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-18 12:00:00,0.14285714285714285,6.417661404184314
816,2020-05-22 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
820,2020-05-22 00:00:00,NNL NRF,3,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
821,2020-05-22 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-18 12:00:00,0.0,0.0
839,2020-05-23 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
834,2020-05-23 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
838,2020-05-23 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
837,2020-05-23 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
836,2020-05-23 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
835,2020-05-23 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
833,2020-05-23 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
831,2020-05-23 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
830,2020-05-23 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-19 12:00:00,0.14285714285714285,49.95004995004995
829,2020-05-23 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-19 12:00:00,0.14285714285714285,6.417661404184314
828,2020-05-23 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
832,2020-05-23 00:00:00,NNL NRF,3,0.0,0.0,2020-05-19 12:00:00,0.0,0.0
851,2020-05-24 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
850,2020-05-24 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
849,2020-05-24 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
848,2020-05-24 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
847,2020-05-24 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
846,2020-05-24 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
845,2020-05-24 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
844,2020-05-24 00:00:00,NNL NRF,3,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
843,2020-05-24 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
842,2020-05-24 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-20 12:00:00,0.14285714285714285,49.95004995004995
841,2020-05-24 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-20 12:00:00,0.14285714285714285,6.417661404184314
840,2020-05-24 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-20 12:00:00,0.0,0.0
862,2020-05-25 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
861,2020-05-25 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
860,2020-05-25 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
859,2020-05-25 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
858,2020-05-25 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
863,2020-05-25 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
856,2020-05-25 00:00:00,NNL NRF,3,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
855,2020-05-25 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
854,2020-05-25 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
853,2020-05-25 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
852,2020-05-25 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
857,2020-05-25 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-21 12:00:00,0.0,0.0
874,2020-05-26 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
873,2020-05-26 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
872,2020-05-26 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
871,2020-05-26 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
870,2020-05-26 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
875,2020-05-26 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
868,2020-05-26 00:00:00,NNL NRF,3,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
867,2020-05-26 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
866,2020-05-26 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
865,2020-05-26 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
864,2020-05-26 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
869,2020-05-26 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-22 12:00:00,0.0,0.0
887,2020-05-27 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
886,2020-05-27 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
885,2020-05-27 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
884,2020-05-27 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
883,2020-05-27 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
882,2020-05-27 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
881,2020-05-27 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
879,2020-05-27 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
878,2020-05-27 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
877,2020-05-27 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
876,2020-05-27 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
880,2020-05-27 00:00:00,NNL NRF,3,0.0,0.0,2020-05-23 12:00:00,0.0,0.0
895,2020-05-28 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
898,2020-05-28 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
897,2020-05-28 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
896,2020-05-28 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
894,2020-05-28 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
899,2020-05-28 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
892,2020-05-28 00:00:00,NNL NRF,3,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
891,2020-05-28 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
890,2020-05-28 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
889,2020-05-28 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
888,2020-05-28 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
893,2020-05-28 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-24 12:00:00,0.0,0.0
911,2020-05-29 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
910,2020-05-29 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
909,2020-05-29 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
908,2020-05-29 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
907,2020-05-29 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
906,2020-05-29 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
905,2020-05-29 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
904,2020-05-29 00:00:00,NNL NRF,3,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
903,2020-05-29 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
902,2020-05-29 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
901,2020-05-29 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
900,2020-05-29 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-25 12:00:00,0.0,0.0
923,2020-05-30 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
922,2020-05-30 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
921,2020-05-30 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
920,2020-05-30 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
919,2020-05-30 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
918,2020-05-30 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
917,2020-05-30 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
916,2020-05-30 00:00:00,NNL NRF,3,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
915,2020-05-30 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
914,2020-05-30 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
913,2020-05-30 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
912,2020-05-30 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-26 12:00:00,0.0,0.0
935,2020-05-31 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
934,2020-05-31 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
933,2020-05-31 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
932,2020-05-31 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
931,2020-05-31 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
930,2020-05-31 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
929,2020-05-31 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
928,2020-05-31 00:00:00,NNL NRF,3,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
927,2020-05-31 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
926,2020-05-31 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
925,2020-05-31 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
924,2020-05-31 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-27 12:00:00,0.0,0.0
946,2020-06-01 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
945,2020-06-01 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
944,2020-06-01 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
943,2020-06-01 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
942,2020-06-01 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
947,2020-06-01 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
940,2020-06-01 00:00:00,NNL NRF,3,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
939,2020-06-01 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
938,2020-06-01 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
937,2020-06-01 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
936,2020-06-01 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
941,2020-06-01 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-28 12:00:00,0.0,0.0
959,2020-06-02 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
958,2020-06-02 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
957,2020-06-02 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
956,2020-06-02 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
955,2020-06-02 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
954,2020-06-02 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
953,2020-06-02 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
952,2020-06-02 00:00:00,NNL NRF,3,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
951,2020-06-02 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
950,2020-06-02 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
949,2020-06-02 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
948,2020-06-02 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-29 12:00:00,0.0,0.0
970,2020-06-03 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
969,2020-06-03 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
968,2020-06-03 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
967,2020-06-03 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
966,2020-06-03 00:00:00,Non-NNL Bettis,1,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
971,2020-06-03 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
964,2020-06-03 00:00:00,NNL NRF,3,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
963,2020-06-03 00:00:00,NNL NPTU-Charleston,0,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
962,2020-06-03 00:00:00,NNL Kesselring,2,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
961,2020-06-03 00:00:00,NNL Knolls,4,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
960,2020-06-03 00:00:00,NNL Bettis,5,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
965,2020-06-03 00:00:00,NNL Liberty Street,1,0.0,0.0,2020-05-30 12:00:00,0.0,0.0
982,2020-06-04 00:00:00,Non-NNL NRF,0,0.0,0.0,2020-05-31 12:00:00,0.0,0.0
981,2020-06-04 00:00:00,Non-NNL NPTU-Charleston,3,0.0,0.0,2020-05-31 12:00:00,0.0,0.0
980,2020-06-04 00:00:00,Non-NNL Kesselring,11,0.0,0.0,2020-05-31 12:00:00,0.0,0.0
